#bamPEFragmentSize
Size	Occurrences	Sample
345	399	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
346	458	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
347	357	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
348	485	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
349	483	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
350	422	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
351	415	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
352	442	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
353	387	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
354	385	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
355	423	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
356	375	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
357	355	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
358	427	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
359	355	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
360	410	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
361	328	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
362	459	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
363	474	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
364	434	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
365	431	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
366	404	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
367	371	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
368	371	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
369	462	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
370	339	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
371	406	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
372	448	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
373	286	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
374	343	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
375	254	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
376	378	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
377	279	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
378	327	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
379	348	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
380	323	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
381	375	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
382	430	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
383	381	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
384	349	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
385	271	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
386	276	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
387	292	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
388	346	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
389	281	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
390	310	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
391	338	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
392	352	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
393	300	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
394	289	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
395	252	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
396	299	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
397	321	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
398	320	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
399	300	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
400	303	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
401	309	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
402	334	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
403	253	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
404	299	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
405	401	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
406	293	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
407	302	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
408	253	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
409	294	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
410	357	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
411	241	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
412	245	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
413	259	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
414	294	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
415	253	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
416	223	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
417	235	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
418	241	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
419	203	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
420	228	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
421	197	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
422	190	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
423	274	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
424	197	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
425	220	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
426	190	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
427	224	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
428	165	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
429	192	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
430	168	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
431	228	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
432	218	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
433	154	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
434	165	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
435	236	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
436	176	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
437	196	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
438	189	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
439	133	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
440	192	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
441	143	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
442	151	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
443	148	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
444	166	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
445	105	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
446	174	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
447	149	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
448	153	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
449	111	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
450	119	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
451	121	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
452	130	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
453	121	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
454	148	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
455	125	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
456	135	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
457	155	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
458	159	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
459	93	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
460	71	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
461	119	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
462	93	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
463	99	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
464	147	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
465	137	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
466	99	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
467	109	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
468	107	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
469	114	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
470	107	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
471	114	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
472	119	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
473	111	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
474	102	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
475	90	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
476	125	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
477	76	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
478	76	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
479	70	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
480	85	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
481	130	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
482	61	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
483	77	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
484	101	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
485	96	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
486	134	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
487	88	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
488	81	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
489	113	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
490	101	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
491	50	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
492	69	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
493	77	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
494	92	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
495	67	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
496	92	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
497	99	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
498	64	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
499	93	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
500	95	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
501	83	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
502	101	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
503	61	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
504	61	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
505	69	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
506	71	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
507	63	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
508	73	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
509	71	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
510	49	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
511	84	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
512	60	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
513	69	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
514	56	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
515	68	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
516	55	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
517	46	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
518	81	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
519	66	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
520	69	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
521	60	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
522	81	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
523	41	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
524	61	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
525	58	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
526	59	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
527	77	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
528	62	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
529	59	Results/mapping/Liver_ChattyPatty_Nuclei.markdup.sorted.bam
